drug,protein
U390,1588
U390,890
U390,54205
U390,4193
U390,10197
U390,324
U390,2206
U390,3596
U390,7226
U390,9521
U390,6528
U390,486
U390,79719
U390,8517
U390,29880
U390,4973
U390,6203
U390,1586
U390,1589
U390,3065
U390,51478
U390,2167
U390,952
U390,1803
U390,1025
U390,7099
U390,9446
U390,558
U390,3290
U390,292
U390,3181
U390,9518
U390,6615
U390,8797
U390,29126
U390,10026
U390,8850
U390,6098
U390,4257
U390,64816
U390,993
U390,23300
U390,6817
U390,2052
U390,4025
U390,5294
U390,90865
U390,8694
U390,22949
U390,4615
U390,6523
U390,55818
U390,154
U390,79054
U390,8989
U390,1548
U390,1553
U390,5816
U390,1559
U390,3208
U390,5604
U390,5605
U390,8682
U390,7001
U390,2026
U390,6403
U390,2670
U390,5879
U390,695
U390,1075
U390,1565
U390,3783
U390,5590
U390,23678
U390,5406
U390,5924
U390,6648
U390,920
U390,5354
U390,1636
U390,706
U390,4864
U390,351
U390,6721
U390,338
U390,29881
U390,38
U390,64240
U390,22796
U390,6095
U390,4035
U390,975
U390,343
U390,166929
U390,7180
U390,406961
U390,358
U390,6342
U390,55324
U390,116150
U390,406937
U390,949
U390,1649
U390,23643
U390,10858
U390,6608
U390,29886
U390,4354
U390,255738
U390,2246
U390,9290
U390,3916
U390,3920
U390,6469
U390,859
U390,1482
U390,22937
U390,64241
U390,6770
U390,5771
U390,8609
U390,1719
U390,8649
U390,2048
U390,6035
U390,2729
U390,2937
U390,2902
U390,2891
U390,6261
U390,5732
U390,5734
U390,384
U390,1294
U390,1286
U390,7076
U390,7077
U390,2321
U390,3791
U390,11140
U390,231
U390,5689
U390,57650
U390,3429
U390,5366
U390,2177
U390,4602
U390,7182
U390,3164
U390,4133
U390,995
U390,5347
U390,2810
U390,317
U390,1384
U390,5551
U390,6360
U390,6348
U390,6356
U390,1232
U390,3620
U390,896
U390,6622
U390,3567
U390,3500
U390,919
U390,4775
U390,727
U390,718
U390,6790
U390,6198
U390,5550
U390,10215
U390,9388
U390,4001
U390,7528
U390,335
U390,23462
U390,5213
U390,5740
U390,1645
U390,6898
U390,3456
U390,2990
U390,5313
U390,152007
U390,8639
U390,94033
U390,7013
U390,3146
U390,2597
U390,3149
U390,4883
U390,10135
U390,4868
U390,7827
U390,1674
U390,11346
U390,2904
U390,3082
U387,836
U387,5468
U387,5243
U387,4087
U387,4088
U387,3091
U387,22949
U387,140
U387,5028
U387,890
U387,595
U387,1017
U387,1019
U387,5925
U387,3692
U387,6774
U387,5594
U387,5970
U387,2355
U387,596
U387,5599
U387,2100
U387,196
U387,133522
U387,506
U387,3383
U387,7412
U387,3283
U387,2099
U387,2688
U387,3480
U387,2550
U387,7226
U387,4843
U387,6772
U387,2353
U387,5743
U387,7031
U387,1374
U387,7422
U387,3569
U387,1576
U387,3565
U387,3725
U387,4502
U387,8702
U387,2690
U387,857
U387,4846
U387,1889
U387,7041
U387,922
U387,2208
U387,5034
U387,338
U387,3949
U387,4547
U387,847
U387,6648
U387,51520
U387,3284
U387,1589
U387,387
U387,1647
U387,580
U387,581
U387,129831
U387,8314
U387,7124
U387,7157
U387,1026
U387,2033
U387,5888
U387,4288
U387,55065
U387,125
U387,126
U387,127
U387,2185
U387,627
U387,8972
U387,8856
U387,2048
U387,2548
U387,6567
U387,217
U387,383
U387,5580
U387,4313
U387,4318
U387,54205
U387,1543
U387,1429
U387,4314
U388,3308
U388,7189
U388,4843
U388,3551
U388,5970
U388,7124
U388,5743
U388,5604
U388,2305
U388,5599
U388,6720
U388,4314
U388,3458
U388,5594
U388,1120
U388,5598
U388,3297
U388,43
U388,2902
U388,836
U388,5770
U388,2932
U388,2729
U388,2937
U388,1588
U388,1385
U388,207
U388,50506
U388,9429
U388,1636
U388,6347
U388,3552
U388,3569
U388,3558
U388,5327
U388,5328
U388,3037
U388,1312
U388,7498
U388,5447
U388,2891
U388,200186
U388,3725
U388,6035
U388,4846
U388,6261
U388,1719
U388,5732
U388,5734
U388,384
U388,8609
U388,5468
U388,2194
U388,847
U388,7226
U388,8649
U388,2048
U388,4318
U388,5582
U388,4792
U388,2353
U388,1386
U388,3553
U388,1437
U388,7157
U388,596
U388,6401
U388,5175
U388,3383
U388,7422
U388,2247
U388,6774
U388,6714
U388,9479
U388,23542
U388,595
U388,598
U388,332
U388,4170
U388,5777
U388,2596
U388,4312
U388,4313
U388,4319
U388,1508
U388,3636
U388,5733
U388,5742
U388,9516
U388,841
U388,581
U388,894
U388,51191
U388,1017
U388,1019
U388,1021
U388,1026
U388,356
U388,834
U388,842
U388,339221
U388,1401
U388,23621
U388,476
U388,6271
U388,10062
U388,18
U388,54659
U388,5243
U388,1499
U388,2099
U388,355
U388,331
U388,276
U388,5465
U388,2548
U388,4586
U388,7412
U388,7852
U388,54658
U388,25818
U388,4790
U388,8856
U388,7291
U388,3576
U388,3921
U388,873
U388,367
U388,1786
U388,4851
U388,7099
U388,1956
U388,6817
U388,4311
U388,10146
U388,1991
U388,3309
U388,9388
U388,4001
U388,7528
U388,2064
U388,1728
U388,3162
U388,279
U388,3949
U36,10598
U36,5970
U36,4792
U36,596
U36,581
U36,3558
U36,7124
U36,3383
U36,5594
U36,7299
U36,207
U36,5728
U36,4128
U36,4129
U36,3553
U36,407029
U36,55872
U36,7137
U36,3551
U36,5743
U36,4851
U36,3091
U36,351
U36,7097
U36,3479
U36,213
U36,6622
U36,9021
U36,4318
U36,7422
U36,8609
U36,5468
U36,2194
U36,1719
U36,847
U36,7226
U36,8649
U36,2048
U36,6035
U36,5465
U36,1610
U36,3320
U36,4282
U36,6564
U36,627
U36,6774
U394,50508
U394,27035
U394,54658
U394,1555
U394,595
U394,4846
U394,1889
U394,4843
U394,51
U394,31
U394,2194
U394,47
U394,2539
U394,6720
U394,3586
U394,34
U394,1962
U394,549
U394,3032
U394,1666
U394,1632
U394,4780
U394,4982
U394,3162
U394,8600
U394,353376
U394,3067
U394,4318
U394,8972
U394,2152
U394,58157
U394,43
U394,7299
U394,5770
U394,836
U394,4133
U394,596
U394,842
U394,581
U394,3725
U394,5444
U394,841
U394,5578
U394,7040
U394,5563
U394,1906
U394,7082
U394,1610
U394,1647
U394,5141
U394,4790
U394,5599
U394,5465
U394,3320
U394,4282
U394,6564
U395,5465
U716,2353
U716,2550
U716,50848
U716,7412
U716,6401
U716,3717
U716,4502
U716,7299
U716,6513
U716,581
U716,5599
U716,55847
U716,3146
U716,3309
U716,5728
U716,2990
U716,114548
U716,1017
U716,5771
U716,2475
U716,383
U716,6647
U716,2908
U716,3553
U716,941
U716,3593
U716,1791
U716,7031
U716,2100
U716,196
U716,5468
U716,133522
U716,506
U716,3383
U716,3283
U716,2099
U716,2688
U716,3480
U716,836
U716,7226
U716,4843
U716,5970
U716,6772
U716,3692
U716,5743
U716,1374
U716,7422
U716,3569
U716,1576
U716,3565
U716,3725
U716,8702
U716,2690
U716,857
U716,4846
U716,1889
U716,7041
U716,922
U716,2208
U716,5034
U716,338
U716,3949
U716,4547
U716,847
U716,6648
U716,51520
U716,3284
U716,1589
U716,387
U716,1647
U716,580
U716,129831
U716,8314
U716,7124
U716,7157
U716,1026
U716,2033
U716,5888
U716,4288
U716,55065
U716,125
U716,126
U716,127
U716,2185
U716,627
U716,8972
U716,8856
U716,2048
U716,2548
U716,6567
U716,217
U716,5580
U716,4313
U716,4318
U716,54205
U716,1543
U716,1429
U716,207
U716,2932
U716,2923
U716,1544
U716,5292
U716,3091
U716,959
U716,8837
U716,598
U716,4170
U716,331
U716,248
U716,4792
U716,572
U716,842
U716,1588
U716,595
U716,1029
U716,862
U716,51191
U716,983
U716,890
U716,891
U716,10598
U716,4193
U716,596
U716,10197
U716,2538
U716,3630
U716,324
U716,3162
U716,2206
U716,3596
U716,5925
U716,31
U716,8644
U716,894
U716,1019
U716,1021
U716,9521
U716,4953
U716,5709
U716,6528
U716,5328
U716,5054
U716,486
U716,79719
U716,8517
U716,4312
U716,367
U716,3458
U716,3558
U716,3643
U716,6517
U716,29880
U716,4973
U716,6203
U716,1586
U716,3065
U716,51478
U716,2167
U716,6319
U716,7852
U716,952
U716,1803
U716,1025
U716,7099
U716,3586
U716,5465
U716,4790
U716,1432
U716,728
U716,9446
U716,558
U716,3290
U716,292
U716,8795
U716,4609
U716,4586
U716,5594
U716,6714
U716,3181
U716,9518
U716,1147
U716,3308
U716,6615
U716,3576
U716,8797
U716,29126
U716,10026
U716,8850
U716,6098
U716,355
U716,5118
U716,695
U716,6783
U716,54658
U716,5894
U716,472
U716,11200
U716,3156
U716,6347
U716,3248
U716,55872
U716,699
U716,991
U716,231
U716,1410
U716,7042
U716,2335
U716,354
U716,995
U716,5924
U716,11140
U716,10013
U716,5607
U716,6300
U716,7040
U716,335
U716,332
U716,5347
U716,57820
U716,9656
U716,10769
U716,7011
U716,6774
U716,6294
U716,1080
U716,2064
U716,5371
U716,9611
U716,2645
U716,3767
U716,1591
U716,5732
U716,5737
U716,2720
U716,2670
U716,10232
U716,6850
U716,7076
U716,1956
U716,5595
U716,64400
U716,1786
U716,213
U716,6416
U716,2194
U716,328
U716,2629
U716,4982
U716,8600
U716,2264
U716,8671
U716,1490
U716,65010
U716,860
U716,650
U716,1676
U716,79444
U716,2950
U716,1548
U716,6548
U716,6549
U716,6550
U716,1789
U716,9563
U716,2697
U716,7224
U716,9429
U716,5524
U716,5609
U716,5591
U716,10112
U716,5175
U716,6531
U716,9734
U716,8553
U716,7704
U716,7295
U716,279
U716,4128
U716,43
U716,23410
U716,7376
U716,11096
U716,5604
U716,4322
U716,1555
U716,2101
U716,2103
U716,2322
U716,262
U716,5021
U716,7097
U716,7052
U716,5443
U716,5337
U396,3162
U396,207
U396,572
U396,695
U396,4128
U396,4129
U396,4313
U396,4318
U396,3725
U396,6647
U396,4843
U396,7099
U396,4615
U396,5970
U396,595
U396,5743
U396,596
U396,598
U396,4170
U396,2152
U396,3727
U396,11080
U396,54106
U396,896
U396,5925
U396,581
U396,6403
U396,6401
U396,3576
U396,283871
U396,5243
U396,332
U396,7157
U396,4323
U396,2538
U396,5105
U396,51422
U396,1956
U396,5595
U396,6850
U396,2033
U396,5159
U396,1277
U396,7040
U396,7412
U396,4609
U396,9479
U396,7422
U396,5175
U396,284
U396,3791
U396,1958
U396,1026
U396,5328
U396,8797
U396,8795
U396,578
U396,3692
U396,7498
U396,51147
U396,5579
U396,1543
U396,2113
U396,1576
U396,3383
U396,5111
U396,3480
U396,2950
U396,728411
U396,836
U396,4824
U396,4193
U396,7011
U396,1565
U396,1493
U396,940
U396,941
U396,3717
U396,6714
U396,2194
U396,5468
U396,1893
U396,94033
U396,1677
U396,3949
U396,331
U396,3553
U396,6347
U396,9
U396,4803
U396,3091
U396,64344
U396,7124
U396,3569
U396,5594
U396,5603
U396,627
U396,857
U396,6720
U396,10724
U396,4686
U396,4493
U396,213
U396,3315
U396,4953
U396,5054
U396,4353
U396,1009
U396,23013
U396,7490
U396,1051
U396,840
U396,842
U396,10018
U396,891
U396,983
U396,3551
U396,5747
U396,2353
U396,841
U396,7182
U396,2645
U396,142
U396,7076
U396,2247
U396,248
U396,351
U396,1147
U396,4792
U396,1839
U396,196
U396,7046
U396,59
U396,9429
U396,4314
U396,4437
U396,2938
U396,2939
U396,2944
U396,2946
U396,4312
U396,84699
U396,8788
U396,65125
U396,3559
U396,29881
U396,43
U396,6774
U396,10673
U396,3614
U396,1499
U396,120892
U396,51341
U396,64400
U396,8520
U396,2735
U396,5727
U396,4851
U396,9407
U396,8792
U396,7355
U396,5290
U396,2048
U396,5734
U396,6667
U396,8321
U396,23028
U396,6794
U396,1728
U396,10401
U396,3558
U396,2475
U396,1050
U396,4973
U396,873
U396,5587
U396,928
U396,9961
U396,1786
U396,367
U396,4772
U396,7276
U396,5770
U396,9536
U396,3146
U396,6943
U396,1490
U396,930
U396,598
U396,3832
U396,4790
U396,328
U396,2949
U396,7060
U396,999
U396,947
U396,10413
U396,3308
U396,89874
U396,10395
U396,27343
U396,23373
U396,2739
U396,7184
U396,5024
U396,100
U396,6624
U396,3952
U396,10062
U396,7432
U396,898
U396,3397
U396,4780
U396,7296
U396,28999
U396,3667
U396,4070
U396,79400
U396,2308
U396,5663
U396,2520
U396,5599
U396,3429
U396,7249
U396,1432
U396,5728
U396,2309
U396,185
U396,3290
U396,2932
U396,10599
U396,6648
U396,4842
U396,7018
U396,9021
U396,114548
U396,10057
U396,1029
U396,3586
U396,112476
U396,1536
U396,6696
U396,6855
U396,3481
U396,2237
U396,5915
U396,3320
U396,23089
U396,355
U396,5376
U396,5742
U396,9370
U396,406919
U396,8434
U396,2350
U396,9112
U396,5979
U396,6513
U396,27306
U396,5325
U396,10026
U396,5923
U396,682
U396,6591
U396,7942
U396,834
U396,820
U396,3620
U396,6853
U396,1649
U396,648
U396,8837
U396,7431
U396,860
U396,3684
U396,493856
U396,6622
U396,3565
U396,3567
U396,5625
U396,8989
U396,79054
U396,7442
U396,316
U396,1525
U396,373156
U396,1789
U396,8856
U396,5045
U396,1571
U396,6755
U396,942
U396,6584
U396,5130
U396,7097
U396,116236
U396,55937
U396,7534
U396,200186
U396,2980
U396,3416
U396,2736
U396,3552
U396,1636
U396,4151
U396,186
U396,814
U396,1385
U396,6348
U396,4133
U396,4023
U396,2670
U396,6716
U396,162514
U396,57787
U396,5591
U396,317
U396,6517
U396,54205
U396,1137
U396,339221
U396,1375
U396,10013
U396,11104
U396,135
U396,5465
U396,4852
U396,54822
U396,54600
U396,558
U396,3931
U396,10280
U396,2936
U396,114783
U396,5444
U396,5578
U396,5563
U396,1906
U396,9619
U396,10257
U396,51191
U396,1017
U396,1019
U396,54207
U396,2720
U396,5321
U396,7132
U396,7133
U396,2539
U396,218
U396,80142
U396,4846
U396,5536
U396,56729
U396,240
U396,19
U396,3776
U396,217
U396,7351
U396,1071
U396,1278
U396,715
U396,1950
U396,347
U396,1545
U396,2149
U396,7223
U396,6608
U396,1066
U396,1969
U396,5319
U396,6337
U396,9311
U396,59341
U396,6456
U396,7291
U396,3156
U396,7290
U396,29946
U396,2099
U396,5241
U396,9971
U396,5924
U396,3713
U396,27165
U396,3495
U396,7082
U396,5610
U396,5644
U396,885
U396,4435
U396,2168
U396,5948
U396,4915
U396,5467
U396,1401
U396,2064
U396,3651
U396,6514
U396,3630
U396,847
U396,118429
U396,5066
U396,5340
U396,2596
U396,6319
U396,7352
U396,2641
U396,5697
U396,6646
U396,2028
U396,23549
U396,2171
U396,4322
U396,8972
U396,4440
U396,360
U396,366
U396,2740
U396,3906
U396,6776
U396,6777
U396,1555
U396,890
U396,6476
U396,3938
U396,8824
U396,220
U396,1362
U396,8854
U396,4775
U396,4878
U396,5443
U396,3934
U396,4879
U396,7941
U396,4776
U396,949
U396,60
U396,7726
U396,6927
U396,3172
U396,5777
U396,2224
U396,8877
U396,1269
U396,23636
U396,1557
U396,3718
U396,4691
U396,4288
U372,6783
U372,5742
U372,5743
U372,7299
U372,1025
U372,2694
U372,2548
U372,43
U372,2538
U372,5468
U372,596
U372,7422
U372,4851
U372,51135
U372,7097
U372,3067
U372,5599
U372,590
U372,5594
U372,4790
U372,1576
U372,5970
U372,595
U372,5580
U372,1026
U372,3791
U372,207
U372,10598
U372,3692
U372,7157
U372,27113
U372,581
U372,842
U372,2932
U372,836
U372,4312
U372,3725
U372,4843
U372,5733
U372,2335
U372,7011
U372,3569
U372,3576
U372,7124
U372,4170
U372,6347
U372,3091
U372,1499
U372,4322
U372,51527
U372,2081
U372,1544
U372,2152
U372,8837
U372,1956
U372,10344
U372,6696
U372,23327
U372,4586
U372,1019
U372,7186
U372,4318
U372,5595
U372,1557
U372,5816
U372,4780
U372,1559
U372,3208
U372,5562
U372,4128
U372,5604
U372,5605
U372,8682
U372,7001
U372,2026
U372,1139
U372,10280
U372,1432
U372,10400
U372,3162
U372,60674
U372,7424
U372,1119
U372,1137
U372,3551
U372,57817
U372,139285
U372,2475
U372,5465
U372,1948
U372,1786
U372,3952
U372,1571
U372,5444
U372,23621
U372,3667
U372,1325
U372,6720
U372,1536
U372,6582
U372,6550
U372,7408
U372,999
U372,4973
U372,949
U372,3397
U372,7442
U372,407050
U372,442918
U372,6774
U372,7430
U372,7076
U372,4314
U372,6256
U372,5728
U372,367
U372,8678
U372,1906
U372,1573
U372,114548
U372,1649
U372,9370
U372,3309
U372,23209
U372,6714
U372,5747
U372,1789
U372,1565
U372,5979
U372,91807
U372,6581
U372,361
U372,5222
U372,4582
U372,1543
U372,1545
U372,196
U372,1429
U372,27032
U372,1244
U372,7222
U372,162514
U372,5530
U372,240
U372,4129
U372,942
U372,10495
U372,55107
U372,5243
U372,7306
U372,4846
U372,761
U372,3718
U372,7054
U372,231
U372,6390
U372,10298
U372,4133
U372,841
U372,5578
U372,7040
U372,5563
U397,5468
U397,596
U397,598
U397,581
U397,2194
U397,356
U397,1649
U397,1965
U397,5144
U397,5289
U397,240
U397,4313
U397,4318
U397,5328
U397,1555
U397,7124
U397,5970
U397,4792
U397,220
U397,6720
U397,1362
U397,3569
U397,6347
U397,8854
U397,57787
U397,207
U397,3553
U397,834
U397,355
U399,4314
U399,596
U401,1525
U401,8856
U401,3091
U401,3315
U401,871
U401,4255
U401,2149
U401,1499
U401,2538
U401,5106
U401,3569
U401,7124
U401,6517
U401,7082
U401,4128
U401,3558
U401,2550
U401,2565
U403,1120
U403,5598
U403,3297
U403,43
U403,2902
U403,5970
U403,836
U403,5770
U403,2932
U403,63826
U403,4313
U403,4843
U767,79054
U767,1576
U767,8989
U767,1548
U767,1553
U767,836
U767,949
U767,2641
U767,3630
U767,60
U767,7726
U767,5111
U767,4609
U767,6927
U767,3172
U767,213
U767,2194
U767,5743
U767,7351
U767,5970
U767,43
U767,7086
U767,80704
U767,4313
U767,5222
U767,4582
U767,4843
U767,1543
U767,1545
U767,196
U767,1429
U767,27032
U767,1244
U767,7222
U767,162514
U767,5530
U767,240
U767,4128
U767,4129
U767,942
U767,10495
U767,55107
U767,3725
U767,2932
U767,2353
U767,10598
U767,7422
U767,1571
U767,5243
U767,2875
U767,1234
U767,6647
U767,3480
U767,823
U767,842
U767,100506742
U767,84676
U767,114907
U767,2542
U767,6517
U767,5594
U767,7124
U767,207
U767,2687
U767,5320
U767,3156
U767,84706
U767,1544
U767,7040
U767,5579
U767,10524
U767,958
U767,6364
U767,847
U767,4792
U767,7295
U767,4311
U767,5444
U767,3692
U767,3565
U767,6649
U767,6648
U767,51596
U767,2983
U767,4504
U767,7412
U767,3383
U767,6401
U767,1278
U767,4953
U767,4306
U767,23411
U767,1029
U767,999
U767,5578
U767,3952
U767,4790
U767,5054
U767,4282
U767,2152
U767,10026
U767,4318
U767,5582
U767,1386
U767,1385
U767,3553
U767,3569
U767,1437
U767,7157
U767,596
U767,5175
U767,2247
U767,6774
U767,6714
U767,9479
U767,23542
U767,595
U767,598
U767,332
U767,4170
U767,5777
U767,5599
U767,2596
U767,50506
U767,4846
U767,4312
U767,4314
U767,4319
U767,5328
U767,1508
U767,5770
U767,3636
U767,5733
U767,5742
U767,9516
U767,841
U767,581
U767,894
U767,51191
U767,1017
U767,1019
U767,1021
U767,1026
U767,356
U767,834
U767,339221
U767,1401
U767,23621
U767,476
U767,5468
U767,6271
U767,10062
U767,18
U767,54659
U767,1499
U767,2099
U767,355
U767,331
U767,276
U767,5465
U767,2548
U767,4586
U767,7852
U767,54658
U767,25818
U767,8856
U767,7291
U767,6403
U767,2670
U767,3481
U767,5879
U767,695
U767,7150
U767,5595
U767,1557
U767,590
U767,3162
U767,7099
U767,4780
U767,1559
U767,1075
U767,1565
U767,3783
U767,6347
U767,6348
U767,941
U767,6356
U767,1232
U767,3620
U767,6772
U767,3551
U767,896
U767,6622
U767,8972
U767,3567
U767,3500
U767,3558
U767,919
U767,4775
U767,2147
U767,727
U767,718
U767,6790
U767,6198
U767,5550
U767,10215
U767,23410
U767,7376
U767,11096
U767,5604
U767,4322
U767,6416
U767,5894
U767,3576
U767,959
U767,8837
U767,248
U767,572
U767,1588
U767,3091
U767,1029
U767,862
U767,983
U767,890
U767,891
U767,54205
U767,4193
U767,10197
U767,2538
U767,324
U767,2206
U767,2208
U767,3596
U767,5925
U767,7226
U767,31
U767,8644
U767,9521
U767,5709
U767,6528
U767,486
U767,79719
U767,8517
U767,367
U767,3458
U767,3643
U767,29880
U767,4973
U767,6203
U767,1586
U767,1589
U767,3065
U767,51478
U767,2167
U767,6319
U767,952
U767,1803
U767,1025
U767,3586
U767,6513
U767,3717
U767,1432
U767,728
U767,9446
U767,558
U767,3290
U767,292
U767,8795
U767,3181
U767,9518
U767,1147
U767,3308
U767,6615
U767,8797
U767,29126
U767,8850
U767,6098
U767,7498
U767,108
U767,7299
U767,351
U767,9536
U767,2064
U767,83540
U767,840
U767,1956
U767,4233
U767,2950
U767,7153
U767,29110
U767,246
U767,9212
U767,22882
U767,142
U767,406986
U767,9075
U767,4088
U767,7443
U767,3320
U767,3146
U767,373156
U767,135
U767,5581
U767,7015
U767,2078
U767,5764
U767,9429
U767,406921
U767,9734
U767,2475
U767,2322
U767,3605
U767,134
U767,2580
U767,3791
U767,5747
U767,5315
U767,114548
U767,1536
U767,4851
U767,89780
U767,8324
U767,1869
U767,239
U767,9817
U767,59272
U767,1555
U767,220
U767,6720
U767,1362
U767,8854
U767,57787
U767,316
U767,4023
U767,653361
U767,23678
U767,5406
U767,1312
U767,5924
U767,5327
U767,3037
U767,920
U767,4133
U767,5563
U767,1906
U767,4878
U767,5443
U767,3934
U767,4879
U767,7941
U767,4776
U767,5816
U767,3208
U767,5562
U767,5605
U767,8682
U767,7001
U767,2026
U767,857
U767,2697
U767,6256
U767,1050
U767,1991
U767,2166
U767,3552
U767,2192
U767,2199
U767,4257
U767,2184
U767,2827
U767,3488
U767,3598
U767,4155
U767,7057
U767,3284
U767,6770
U767,151056
U767,5047
U767,8839
U767,2550
U767,7042
U767,7043
U767,3351
U767,6696
U767,7054
U767,3291
U767,5241
U767,2335
U767,3675
U767,3688
U767,3690
U767,1004
U767,1959
U767,4359
U767,2263
U767,2028
U767,5547
U767,11185
U767,94115
U767,57369
U767,4988
U767,4323
U767,9622
U767,1816
U767,3485
U767,3067
U767,116
U767,7433
U767,6795
U767,960
U767,1950
U767,3207
U767,2660
U767,5058
U767,900
U767,2013
U767,8829
U767,4488
U767,3606
U767,8877
U767,4137
U767,6932
U767,6352
U767,3084
U767,375790
U767,1038
U767,79924
U767,632
U767,627
U767,7490
U767,7098
U767,80036
U767,80320
U767,2936
U767,8651
U767,5950
U767,7100
U767,2852
U767,10857
U767,54822
U767,2308
U767,1645
U767,2796
U767,3429
U767,1027
U767,22846
U767,150
U767,1843
U767,1958
U767,1908
U767,3852
U767,10280
U767,6775
U767,9517
U767,117144
U767,2557
U767,1410
U767,79366
U767,57142
U767,7421
U767,6387
U767,1365
U767,9324
U767,3150
U767,9971
U767,1604
U767,7224
U767,6776
U767,6777
U767,7360
U767,5524
U767,3814
U767,1583
U767,7077
U767,3976
U767,5617
U767,54600
U767,1728
U767,279
U767,5590
U767,4284
U767,64816
U767,993
U767,23300
U767,6817
U767,2052
U767,4025
U767,5294
U767,5580
U767,90865
U767,8694
U767,22949
U767,4615
U767,5728
U767,728411
U767,1277
U767,6584
U767,5130
U767,7097
U767,116236
U767,55937
U767,7534
U767,200186
U767,2980
U767,3416
U767,2736
U767,5625
U767,4353
U767,7442
U767,6667
U767,1375
U767,10013
U767,11104
U767,4852
U767,1266
U767,7306
U767,761
U767,6863
U767,5644
U767,885
U767,4435
U767,2168
U767,5948
U767,4915
U767,5467
U767,3651
U767,6514
U767,118429
U767,5066
U767,5340
U767,7352
U767,7011
U767,1071
U767,5697
U767,6646
U767,23549
U767,2171
U767,4440
U767,360
U767,366
U767,2740
U767,3906
U767,7082
U767,1103
U767,2694
U767,51135
U767,2224
U767,1269
U767,2572
U767,8678
U767,81631
U767,2668
U767,1270
U439,1728
U439,3162
U439,842
U439,836
U439,279
U439,3383
U439,7442
U439,10062
U439,7376
U439,3558
U439,3458
U439,3565
U439,3586
U439,2625
U439,841
U439,8517
U439,4843
U439,7124
U439,3320
U404,7306
U404,4846
U404,7299
U404,3091
U404,761
U404,240
U38,5970
U38,4843
U38,5743
U38,207
U38,6774
U38,2475
U38,1499
U38,8989
U38,2932
U38,1432
U38,6566
U38,6513
U38,3162
U38,6720
U38,7097
U38,6514
U38,9962
U38,9963
U38,3383
U38,9429
U38,353376
U38,3067
U38,4318
U38,255738
U38,2309
U38,367
U38,4790
U38,7299
U38,7306
U38,1638
U24,1139
U24,10280
U24,1432
U24,10400
U24,7124
U24,3162
U24,60674
U24,7424
U24,1119
U24,1137
U24,2194
U24,356
U24,7157
U24,842
U24,836
U24,4257
U24,64816
U24,993
U24,23300
U24,4843
U24,4780
U24,5594
U24,6817
U24,2052
U24,1586
U24,8644
U24,4313
U24,23621
U24,4025
U24,4790
U24,5243
U24,57787
U24,5294
U24,5580
U24,90865
U24,43
U24,8694
U24,4128
U24,22949
U24,1803
U24,4615
U24,4318
U24,847
