symptom,protein
C0917816,54941
C0917816,5048
C0917816,10459
C0917816,5625
C0917816,9569
C0917816,2175
C0917816,6927
C0917816,5605
C0917816,7516
C0917816,6448
C0917816,4647
C0917816,3028
C0917816,8642
C0917816,1859
C0917816,24
C0917816,4914
C0917816,60
C0917816,3480
C0917816,50814
C0917816,1855
C0917816,51741
C0917816,4893
C0917816,26053
C0917816,9939
C0917816,4598
C0917816,23126
C0917816,25836
C0917816,7507
C0917816,3476
C0917816,11141
C0917816,54499
C0917816,7401
C0917816,617
C0917816,6017
C0917816,54808
C0917816,5982
C0917816,8050
C0917816,23020
C0917816,3748
C0917816,5080
C0917816,6697
C0917816,6323
C0917816,207
C0917816,10483
C0917816,8239
C0917816,673
C0917816,8214
C0917816,2071
C0917816,9786
C0917816,2554
C0917816,5148
C0917816,8942
C0917816,2068
C0917816,55651
C0917816,54805
C0917816,8086
C0917816,4901
C0917816,55572
C0917816,25782
C0917816,8573
C0917816,3425
C0917816,9993
C0917816,1373
C0917816,410
C0917816,1120
C0917816,5290
C0917816,2313
C0917816,55624
C0917816,6101
C0917816,7275
C0917816,10806
C0917816,583
C0917816,8092
C0917816,27086
C0917816,1174
C0917816,3190
C0917816,760
C0917816,8036
C0917816,7319
C0917816,51750
C0917816,4117
C0917816,6389
C0917816,3766
C0917816,4758
C0917816,4751
C0917816,5813
C0917816,5053
C0917816,9968
C0917816,55212
C0917816,5631
C0917816,2074
C0917816,7249
C0917816,224
C0917816,2562
C0917816,5354
C0917816,9742
C0917816,4126
C0917816,50484
C0917816,51085
C0917816,54551
C0917816,7466
C0917816,23247
C0917816,51132
C0917816,5449
C0917816,26277
C0917816,7337
C0917816,10585
C0917816,2263
C0917816,2348
C0917816,6899
C0917816,5116
C0917816,2483
C0917816,4548
C0917816,7287
C0917816,8398
C0917816,3339
C0917816,2073
C0917816,10472
C0917816,6664
C0917816,26040
C0917816,6834
C0917816,29089
C0917816,7809
C0917816,1355
C0917816,6094
C0917816,6608
C0917816,5325
C0917816,9640
C0917816,8929
C0917816,2902
C0917816,585
C0917816,5476
C0917816,7439
C0917816,701
C0917816,1183
C0917816,6334
C0917816,7737
C0917816,3033
C0917816,3758
C0917816,3000
C0917816,2571
C0917816,5538
C0917816,3785
C0917816,5518
C0917816,2664
C0917816,7248
C0917816,5009
C0917816,4864
C0917816,26227
C0917816,1139
C0917816,51057
C0917816,23203
C0917816,9342
C0917816,23312
C0917816,4920
C0917816,10847
C0917816,1641
C0917816,6873
C0917816,7546
C0917816,9128
C0917816,55505
C0917816,10166
C0917816,54585
C0917816,3767
C0917816,5604
C0917816,6100
C0917816,5091
C0917816,23503
C0917816,50964
C0917816,5230
C0917816,2776
C0917816,4668
C0917816,2582
C0917816,10908
C0917816,9439
C0917816,10564
C0917816,9150
C0917816,4724
C0917816,2720
C0917816,24148
C0917816,23189
C0917816,229
C0917816,857
C0917816,51360
C0917816,2033
C0917816,29926
C0917816,54487
C0917816,4952
C0917816,5594
C0917816,54806
C0917816,1763
C0917816,7200
C0917816,1756
C0917816,1917
C0917816,5095
C0917816,51204
C0917816,3172
C0917816,10461
C0917816,2821
C0917816,5528
C0917816,2799
C0917816,5096
C0917816,2592
C0917816,9031
C0917816,1130
C0917816,6392
C0917816,2188
C0917816,10577
C0917816,8517
C0917816,9129
C0917816,26123
C0917816,4784
C0917816,3149
C0917816,5144
C0917816,5925
C0917816,55209
C0917816,2517
C0917816,1106
C0917816,1736
C0917816,288
C0917816,10293
C0917816,3420
C0917816,5961
C0917816,2990
C0917816,8820
C0917816,27125
C0917816,6528
C0917816,25974
C0917816,2563
C0917816,2710
C0917816,54757
C0917816,2653
C0917816,7253
C0917816,5602
C0917816,29954
C0917816,23474
C0917816,10157
C0917816,55131
C0917816,2632
C0917816,51259
C0917816,1281
C0917816,3897
C0917816,1806
C0917816,29123
C0917816,22866
C0917816,2314
C0917816,3479
C0917816,4983
C0917816,286
C0917816,7443
C0917816,22978
C0917816,10733
C0917816,3340
C0917816,10075
C0917816,9702
C0917816,11005
C0917816,9897
C0917816,27241
C0917816,7399
C0917816,4683
C0917816,1947
C0917816,6663
C0917816,10210
C0917816,55690
C0917816,10413
C0917816,4810
C0917816,10771
C0917816,3981
C0917816,6792
C0917816,1759
C0917816,11152
C0917816,23568
C0917816,7102
C0917816,9451
C0917816,51524
C0917816,10555
C0917816,383
C0917816,24140
C0917816,27229
C0917816,23522
C0917816,9215
C0917816,627
C0917816,6557
C0917816,9758
C0917816,175
C0917816,6491
C0917816,2182
C0917816,6597
C0917816,27077
C0917816,4212
C0917816,10083
C0917816,8085
C0917816,5995
C0917816,27245
C0917816,54101
C0917816,6660
C0917816,2187
C0917816,8243
C0917816,5119
C0917816,10715
C0917816,8443
C0917816,9731
C0917816,22930
C0917816,5932
C0917816,4704
C0917816,9791
C0917816,546
C0917816,1161
C0917816,351
C0917816,27235
C0917816,7403
C0917816,554
C0917816,429
C0917816,8195
C0917816,2055
C0917816,51305
C0917816,6121
C0917816,5727
C0917816,412
C0917816,186
C0917816,8777
C0917816,54704
C0917816,4297
C0917816,545
C0917816,51651
C0917816,51128
C0917816,2645
C0917816,2189
C0917816,953
C0917816,5889
C0917816,5949
C0917816,7518
C0917816,1258
C0917816,7704
C0917816,5238
C0917816,2177
C0917816,10522
C0917816,762
C0917816,4860
C0917816,26160
C0917816,4763
C0917816,1717
C0917816,6898
C0917816,54888
C0917816,2218
C0917816,6513
C0917816,26005
C0917816,38
C0917816,7038
C0917816,8738
C0917816,10159
C0917816,6469
C0917816,26047
C0917816,6611
C0917816,1663
C0917816,25970
C0917816,3908
C0917816,6023
C0917816,9126
C0917816,23443
C0917816,6341
C0917816,8831
C0917816,10518
C0917816,1605
C0917816,8867
C0917816,1062
C0917816,2892
C0917816,2138
C0917816,3265
C0917816,2316
C0917816,2623
C0917816,23133
C0917816,2353
C0917816,8671
C0917816,2176
C0917816,22954
C0917816,4976
C0917816,23259
C0917816,10297
C0917816,2731
C0917816,10111
C0917816,10664
C0917816,6905
C0917816,7461
C0917816,2261
C0917816,675
C0917816,23545
C0917816,2178
C0917816,10225
C0917816,22868
C0917816,5077
C0917816,2702
C0917816,445
C0917816,2628
C0917816,5818
C0917816,27249
C0917816,2304
C0917816,2703
C0917816,51715
C0917816,2697
C0917816,6010
C0917816,6391
C0917816,1499
C0917816,1203
C0917816,1798
C0917816,435
C0917816,27089
C0917816,23325
C0917816,4695
C0917816,6102
C0917816,10682
C0917816,10594
C0917816,9131
C0917816,2746
C0917816,5648
C0917816,3708
C0917816,1282
C0917816,427
C0917816,5145
C0917816,1629
C0917816,9533
C0917816,5158
C0917816,699
C0917816,7592
C0917816,26278
C0917816,50506
C0917816,3039
C0917816,1406
C0917816,158
C0917816,11133
C0917816,8289
C0917816,6605
C0917816,9711
C0917816,5832
C0917816,5828
C0917816,8514
C0917816,9723
C0917816,2898
C0917816,2245
C0917816,2593
C0917816,55275
C0917816,4669
C0917816,1727
C0917816,55636
C0917816,26503
C0917816,8659
C0917816,26608
C0917816,1591
C0917816,3845
C0917816,6299
C0917816,10134
C0917816,1778
C0917816,1187
C0917816,26137
C0917816,55120
C0917816,54880
C0917816,6609
C0917816,1021
C0917816,396
C0917816,538
C0917816,2911
C0917816,2972
C0917816,875
C0917816,5728
C0917816,8450
C0917816,257
C0917816,10002
C0917816,6103
C0917816,2969
C0917816,4705
C0917816,3694
C0917816,2290
C0917816,613
C0917816,5063
C0917816,9459
C0917816,443
C0917816,51124
C0917816,10466
C0917816,4036
C0917816,10000
C0917816,3703
C0917816,5626
C0917816,6535
C0917816,1789
C0917816,5573
C0917816,1399
C0917816,1654
C0917816,23322
C0917816,501
C0917816,9184
C0917816,4204
C0917816,2146
C0917816,2778
C0917816,5860
C0917816,8481
C0917816,8842
C0917816,3070
C0917816,3040
C0917816,29925
C0917816,5075
C0917816,4867
C0917816,2018
C0917816,5422
C0917816,51114
C0917816,29072
C0917816,59
C0917816,5191
C0917816,9841
C0917816,5447
C0917816,5979
C0917816,7490
C0917816,582
C0917816,8924
C0917816,3984
C0917816,2979
C0917816,25794
C0917816,4998
C0917816,25942
C0917816,4728
C0917816,7474
C0917816,7025
C0917816,10841
C0917816,22995
C0917816,473
C0917816,6497
C0917816,1954
C0917816,2131
C0917816,5831
C0917816,1201
C0917816,1387
C0917816,4089
C0917816,51099
C0917816,9829
C0917816,9289
C0917816,6683
C0917816,54903
C0917816,5468
C0917816,23394
C0221263,4221
C0221263,641
C0221263,7248
C0221263,867
C0221263,6392
C0221263,5116
C0221263,472
C0221263,5979
C0221263,8085
C0221263,161742
C0221263,2177
C0221263,4292
C0221263,4683
C0221263,5781
C0221263,25942
C0221263,3481
C0221263,6663
C0221263,4436
C0221263,6390
C0221263,4763
C0221263,2175
C0221263,2956
C0221263,4254
C0221263,7428
C0221263,2176
C0221263,5395
C0221263,55120
C0221263,9968
C0221263,1387
C0221263,5894
C0221263,7249
C0221263,7403
C0221263,2778
C0221263,2033
C0221263,23095
C0221263,5728
C0221263,2178
C0010200,5295
C0010200,7248
C0010200,3543
C0010200,5657
C0010200,6774
C0010200,9940
C0010200,7048
C0010200,3507
C0010200,3123
C0010200,3115
C0010200,6049
C0010200,1776
C0010200,1636
C0010200,6929
C0010200,973
C0010200,1493
C0010200,7249
C0010200,6556
C0010200,26191
C0010200,3827
C0010200,2629
C0010200,51741
C0010200,29760
C0010200,974
C0178417,57030
C0178417,775
C0178417,3776
C0178417,4160
C0178417,2697
C0178417,2904
C0178417,27185
C0178417,3620
C0178417,1394
C0178417,551
C0178417,5173
C0178417,1236
C0178417,6531
C0178417,1395
C0178417,288
C0178417,9869
C0178417,1312
C0178417,1813
C0178417,1235
C0178417,478
C0178417,5309
C0178417,6532
C0178417,1392
C0178417,5594
C0178417,6507
C0178417,3350
C0178417,4986
C0231807,59
C0231807,6440
C0231807,7048
C0231807,1340
C0231807,4638
C0231807,7042
C0231807,5592
C0231807,7015
C0231807,10019
C0231807,1727
C0231807,4088
C0231807,4629
C0231807,7046
C0231807,2200
C0231807,4015
C0231807,22868
C0231807,8076
C0231807,1352
C0231807,7043
C0231807,1763
C0231807,3717
C0231807,6341
C0231807,51204
C0162674,11232
C0162674,2483
C0162674,6687
C0162674,54840
C0162674,6647
C0162674,291
C0162674,6648
C0162674,4509
C0162674,5428
C0162674,1890
C0162674,3552
C0162674,24148
C0162674,4534
C0162674,1785
C0162674,50484
C0162674,3553
C0162674,3070
C0162674,1763
C0162674,56652
C0162674,83696
C0162674,6329
C0162674,9377
C0162674,6261
C0427055,11232
C0427055,1120
C0427055,10312
C0427055,10585
C0427055,23129
C0427055,7170
C0427055,1760
C0427055,23347
C0427055,8106
C0427055,2483
C0427055,1674
C0427055,1293
C0427055,29887
C0427055,2697
C0427055,1144
C0427055,9723
C0427055,35
C0427055,291
C0427055,10290
C0427055,7273
C0427055,55636
C0427055,58
C0427055,274
C0427055,5428
C0427055,4038
C0427055,9244
C0427055,7317
C0427055,9531
C0427055,50964
C0427055,3211
C0427055,5980
C0427055,1145
C0427055,427
C0427055,8898
C0427055,22954
C0427055,8139
C0427055,1134
C0427055,4703
C0427055,4625
C0427055,1186
C0427055,1303
C0427055,8600
C0427055,4534
C0427055,1785
C0427055,1292
C0427055,2673
C0427055,4041
C0427055,4593
C0427055,29954
C0427055,7169
C0427055,3908
C0427055,1763
C0427055,9215
C0427055,1291
C0427055,1140
C0427055,23529
C0427055,1639
C0427055,6261
C0476254,79158
C0476254,129684
C0476254,56034
C0476254,93986
C0476254,7415
C0476254,1815
C0476254,161582
C0476254,54816
C0476254,10505
C0476254,25978
C0476254,5663
C0476254,9856
C0476254,84572
C0476254,80254
C0476254,2904
C0476254,5046
C0476254,54209
C0476254,9162
C0476254,55856
C0476254,51172
C0476254,6936
C0476254,8878
C0476254,6091
C0476254,23327
C0476254,23181
C0476254,9732
C0476254,84700
C0476254,2896
C0476254,79932
C0476254,27328
C0476254,9750
C0476254,4137
C0476254,9801
C0476254,2969
C0476254,51473
C0476254,9914
C1963137,8777
C1963137,3897
C1963137,2263
C1963137,9871
C1963137,79864
C1963137,7157
C1963137,55624
C1963137,10763
C1963137,2296
C1963137,8905
C1963137,9576
C1963137,2670
C1963137,5296
C1963137,7042
C1963137,4774
C1963137,114800
C1963137,2026
C1963137,7547
C1963137,440193
C1963137,10000
C1963137,51460
C1963137,135138
C1963137,2187
C1963137,4155
C1963137,2316
C1963137,5730
C1963137,219844
C1963137,7040
C1963137,84162
C1963137,116844
C1963137,84892
C1963137,1801
C1963137,10564
C1963137,5034
C1963137,5351
C1963137,7276
C1963137,54768
C1963137,351
C1963137,2261
C1963137,7976
C1963137,4908
C1963137,4137
C1963137,5728
C1963137,894
C1963137,6855
C1963137,285362
C1963137,27148
C1963137,348
C0231791,26229
C0231791,4626
C0231791,2201
C0231791,5828
C0231791,51715
C0231791,5189
C0231791,4921
C0231791,10815
C0231791,1717
C0231791,9469
C0231791,2990
C0231791,6497
C0231791,5830
C0231791,26137
C0231791,7468
C0231791,1487
C0231791,4621
C0231791,7136
C0231791,53834
C0231791,2146
C0231791,25782
C0231791,7169
C0231791,3954
C0231791,7140
C0005779,1440
C0005779,2158
C0005779,5340
C0005779,2812
C0005779,7066
C0005779,11093
C0005779,2155
C0005779,2147
C0005779,4524
C0005779,6403
C0005779,23038
C0005779,79969
C0005779,7056
C0005779,4352
C0005779,2152
C0005779,7450
C0005779,462
C0005779,2157
C0005779,3690
C0005779,2811
C0005779,5196
C0005779,959
C0005779,2153
C0005779,3674
C0005779,2815
C0005779,3717
C0042963,1373
C0042963,445
C0042963,374569
C0042963,51103
C0042963,26873
C0042963,7157
C0042963,4722
C0042963,6584
C0042963,435
C0042963,6948
C0042963,4723
C0042963,2161
C0042963,3284
C0042963,2717
C0042963,6340
C0042963,2581
C0042963,3458
C0042963,1629
C0042963,4729
C0042963,1583
C0042963,4709
C0042963,6833
C0042963,55687
C0042963,383
C0042963,4715
C0042963,6557
C0042963,4221
C0042963,594
C0042963,2109
C0042963,4694
C0042963,50674
C0042963,1716
C0042963,5832
C0042963,6748
C0042963,710
C0042963,2108
C0042963,10195
C0042963,8694
C0042963,29078
C0042963,25915
C0042963,1591
C0042963,593
C0042963,1956
C0042963,5373
C0042963,3251
C0042963,5498
C0042963,3988
C0042963,4358
C0042963,6609
C0042963,2110
C0042963,6869
C0042963,546
C0042963,554
C0042963,23417
C0042963,3758
C0042963,53
C0042963,2639
C0042963,4720
C0042963,37
C0042963,5009
C0042963,51128
C0042963,2796
C0042963,34
C0042963,1376
C0042963,4306
C0042963,210
C0042963,359
C0042963,3767
C0042963,6338
C0042963,5019
C0042963,5428
C0042963,6535
C0042963,1717
C0042963,4023
C0042963,6927
C0042963,3141
C0042963,9056
C0042963,1890
C0042963,4719
C0042963,3440
C0042963,38
C0042963,2582
C0042963,3145
C0042963,4724
C0042963,229
C0042963,4598
C0042963,6337
C0042963,5095
C0042963,8869
C0042963,3172
C0042963,686
C0042963,5096
C0042963,2592
C0042963,551
C0042963,673
C0042963,4351
C0042963,7351
C0042963,2316
C0042963,1497
C0042963,2693
C0042963,4726
C0042963,5243
C0042963,50617
C0042963,9839
C0042963,55572
C0042963,249
C0042963,1371
C0042963,7132
C0042963,3712
C0042963,9049
C0237326,1650
C0237326,5290
C0237326,2314
C0237326,2313
C0237326,779
C0237326,5621
C0237326,6391
C0237326,10892
C0237326,4292
C0237326,27086
C0237326,1482
C0237326,3190
C0237326,6531
C0237326,6663
C0237326,4210
C0237326,6389
C0237326,6792
C0237326,6340
C0237326,2956
C0237326,9968
C0237326,330
C0237326,9632
C0237326,3492
C0237326,51085
C0237326,54551
C0237326,627
C0237326,5378
C0237326,50506
C0237326,6557
C0237326,846
C0237326,5449
C0237326,8022
C0237326,7337
C0237326,6899
C0237326,1294
C0237326,10743
C0237326,3815
C0237326,8514
C0237326,6925
C0237326,6336
C0237326,2556
C0237326,6299
C0237326,3845
C0237326,26608
C0237326,3508
C0237326,6390
C0237326,1131
C0237326,5498
C0237326,5395
C0237326,8929
C0237326,7068
C0237326,6609
C0237326,546
C0237326,6335
C0237326,7201
C0237326,554
C0237326,429
C0237326,3758
C0237326,6496
C0237326,4001
C0237326,2969
C0237326,2290
C0237326,4902
C0237326,6239
C0237326,10847
C0237326,22909
C0237326,210
C0237326,7048
C0237326,359
C0237326,2006
C0237326,7148
C0237326,5626
C0237326,6338
C0237326,5428
C0237326,4436
C0237326,4312
C0237326,9569
C0237326,4072
C0237326,1717
C0237326,1890
C0237326,6535
C0237326,4929
C0237326,1644
C0237326,27030
C0237326,7038
C0237326,3145
C0237326,1910
C0237326,7276
C0237326,7252
C0237326,4204
C0237326,10512
C0237326,2033
C0237326,9860
C0237326,5156
C0237326,4952
C0237326,672
C0237326,8915
C0237326,421
C0237326,7200
C0237326,7849
C0237326,5095
C0237326,9378
C0237326,7067
C0237326,5096
C0237326,7290
C0237326,9031
C0237326,2812
C0237326,5982
C0237326,1889
C0237326,1674
C0237326,5979
C0237326,2132
C0237326,3984
C0237326,673
C0237326,2316
C0237326,11280
C0237326,1312
C0237326,473
C0237326,1497
C0237326,6497
C0237326,6528
C0237326,8820
C0237326,2563
C0237326,1387
C0237326,1908
C0237326,7461
C0237326,9627
C0237326,249
C0237326,7253
C0237326,1371
C0237326,7132
C0237326,2668
C0016382,1475
C0016382,338442
C0016382,641
C0016382,5020
C0016382,2707
C0016382,10804
C0016382,7177
C0016382,55630
C0016382,3815
C0016382,710
C0016382,10320
C0016382,7518
C0016382,8517
C0016382,3858
C0016382,2697
C0016382,7508
C0016382,9333
C0016382,362
C0016382,1041
C0016382,5184
C0016382,1174
C0016382,2073
C0016382,940
C0016382,5336
C0016382,2071
C0016382,10682
C0016382,3123
C0016382,3119
C0016382,7432
C0016382,5155
C0016382,3868
C0016382,27032
C0016382,3852
C0016382,3981
C0016382,4210
C0016382,55612
C0016382,23765
C0016382,3848
C0016382,5317
C0016382,2068
C0016382,3857
C0016382,7133
C0016382,10758
C0016382,1493
C0016382,5696
C0016382,224
C0016382,5742
C0016382,6335
C0016382,1643
C0016382,217
C0016382,2706
C0016382,7132
C0016382,2235
C0016382,3106
C0016382,26525
C0016382,6868
C0016382,7507
C0016382,2072
C0016382,1277
C0151908,2707
C0151908,26277
C0151908,5896
C0151908,9076
C0151908,7067
C0151908,55630
C0151908,26154
C0151908,8314
C0151908,5191
C0151908,1030
C0151908,19
C0151908,5897
C0151908,8517
C0151908,5116
C0151908,7051
C0151908,2697
C0151908,7508
C0151908,1896
C0151908,242
C0151908,1032
C0151908,5184
C0151908,9526
C0151908,7015
C0151908,4286
C0151908,4157
C0151908,2073
C0151908,2767
C0151908,5429
C0151908,673
C0151908,4308
C0151908,940
C0151908,2071
C0151908,7319
C0151908,55636
C0151908,3845
C0151908,2517
C0151908,5604
C0151908,3981
C0151908,1019
C0151908,100
C0151908,5264
C0151908,3643
C0151908,4668
C0151908,5317
C0151908,6785
C0151908,6528
C0151908,5605
C0151908,3561
C0151908,2068
C0151908,54386
C0151908,3575
C0151908,5053
C0151908,7133
C0151908,846
C0151908,22845
C0151908,10913
C0151908,4255
C0151908,1161
C0151908,224
C0151908,1493
C0151908,5894
C0151908,2074
C0151908,2072
C0151908,538
C0151908,51360
C0151908,1643
C0151908,8626
C0151908,1029
C0151908,7253
C0151908,6023
C0151908,7200
C0151908,6303
C0151908,7507
C0151908,7849
C0151908,412
C0151908,25913
C0085636,22926
C0085636,3592
C0085636,7299
C0085636,7275
C0085636,6101
C0085636,55624
C0085636,583
C0085636,6010
C0085636,8787
C0085636,6102
C0085636,7399
C0085636,10594
C0085636,10210
C0085636,1230
C0085636,4210
C0085636,4117
C0085636,8546
C0085636,4751
C0085636,1308
C0085636,5145
C0085636,51151
C0085636,23093
C0085636,23568
C0085636,6295
C0085636,1259
C0085636,4166
C0085636,22999
C0085636,5158
C0085636,224
C0085636,5111
C0085636,355
C0085636,2074
C0085636,9742
C0085636,4137
C0085636,4935
C0085636,5333
C0085636,7840
C0085636,1406
C0085636,7099
C0085636,7287
C0085636,5995
C0085636,326
C0085636,5429
C0085636,2780
C0085636,26504
C0085636,8302
C0085636,2978
C0085636,6094
C0085636,7439
C0085636,6775
C0085636,2706
C0085636,3106
C0085636,1678
C0085636,3586
C0085636,6121
C0085636,10002
C0085636,3000
C0085636,6103
C0085636,9094
C0085636,3694
C0085636,2303
C0085636,9227
C0085636,55630
C0085636,23418
C0085636,5949
C0085636,26121
C0085636,1258
C0085636,9128
C0085636,7508
C0085636,3614
C0085636,4286
C0085636,4053
C0085636,762
C0085636,26160
C0085636,5149
C0085636,6100
C0085636,5146
C0085636,10908
C0085636,3105
C0085636,720
C0085636,4948
C0085636,5956
C0085636,51752
C0085636,24148
C0085636,24
C0085636,51360
C0085636,1643
C0085636,8481
C0085636,8842
C0085636,7507
C0085636,10461
C0085636,10804
C0085636,7401
C0085636,1130
C0085636,6017
C0085636,23020
C0085636,23746
C0085636,1261
C0085636,9129
C0085636,778
C0085636,6323
C0085636,4157
C0085636,2979
C0085636,9445
C0085636,25794
C0085636,8754
C0085636,5148
C0085636,7045
C0085636,3420
C0085636,1497
C0085636,5961
C0085636,2068
C0085636,9364
C0085636,5130
C0085636,4901
C0085636,8626
C0085636,6303
C0085636,4070
C0022346,226
C0022346,3592
C0022346,286
C0022346,1482
C0022346,3663
C0022346,9409
C0022346,10599
C0022346,8799
C0022346,55687
C0022346,5193
C0022346,3783
C0022346,50506
C0022346,5449
C0022346,2109
C0022346,8022
C0022346,1716
C0022346,5873
C0022346,5213
C0022346,5265
C0022346,5828
C0022346,2108
C0022346,5189
C0022346,55670
C0022346,7167
C0022346,8504
C0022346,5830
C0022346,6718
C0022346,7068
C0022346,2110
C0022346,3930
C0022346,5194
C0022346,9652
C0022346,5190
C0022346,5774
C0022346,5192
C0022346,9076
C0022346,9420
C0022346,9966
C0022346,540
C0022346,5195
C0022346,5551
C0022346,51124
C0022346,3043
C0022346,1244
C0022346,3594
C0022346,5244
C0022346,5626
C0022346,5824
C0022346,4023
C0022346,6513
C0022346,2582
C0022346,7038
C0022346,26276
C0022346,54658
C0022346,5450
C0022346,7252
C0022346,229
C0022346,7849
C0022346,23534
C0022346,2821
C0022346,7067
C0022346,1130
C0022346,2592
C0022346,5313
C0022346,6689
C0022346,5825
C0022346,669
C0022346,10483
C0022346,8647
C0022346,6528
C0022346,8820
C0022346,3098
C0022346,5205
C0022346,6005
C0022346,7253
C0022346,2040
C0022346,1371
C0022346,6710
C0022346,6521
C0033774,488
C0033774,3269
C0033774,5896
C0033774,9420
C0033774,7177
C0033774,9966
C0033774,3592
C0033774,2150
C0033774,540
C0033774,26154
C0033774,1294
C0033774,4988
C0033774,5897
C0033774,3815
C0033774,6774
C0033774,7066
C0033774,2057
C0033774,6689
C0033774,362
C0033774,7051
C0033774,1041
C0033774,242
C0033774,5184
C0033774,8647
C0033774,940
C0033774,3594
C0033774,3663
C0033774,5244
C0033774,3122
C0033774,9414
C0033774,55636
C0033774,10654
C0033774,3981
C0033774,4312
C0033774,100
C0033774,4352
C0033774,570
C0033774,5317
C0033774,3561
C0033774,3575
C0033774,1776
C0033774,7133
C0033774,5450
C0033774,2271
C0033774,1493
C0033774,5205
C0033774,3930
C0033774,6335
C0033774,5156
C0033774,4598
C0033774,2235
C0033774,2052
C0033774,6023
C0033774,3717
C0033774,5774
C0033774,9180
C0033774,6863
C0033774,23534
C0034150,7454
C0034150,7456
C0034150,2812
C0034150,975
C0034150,5627
C0034150,11277
C0034150,11093
C0034150,7066
C0034150,2147
C0034150,3207
C0034150,1380
C0034150,23495
C0034150,7056
C0034150,4352
C0034150,4791
C0034150,4790
C0034150,29851
C0034150,1401
C0034150,5580
C0034150,2152
C0034150,7450
C0034150,462
C0034150,5624
C0034150,350
C0034150,973
C0034150,3690
C0034150,930
C0034150,2811
C0034150,10544
C0034150,959
C0034150,931
C0034150,2629
C0034150,23474
C0034150,3674
C0034150,2815
C0034150,9049
C0034150,7124
C0034150,8742
C0034150,6786
C0034150,717
C0034150,54
C0015230,132
C0015230,2707
C0015230,8997
C0015230,374
C0015230,686
C0015230,5295
C0015230,3543
C0015230,5657
C0015230,7299
C0015230,2752
C0015230,50937
C0015230,8517
C0015230,3557
C0015230,54106
C0015230,6774
C0015230,783
C0015230,2697
C0015230,8091
C0015230,1896
C0015230,335
C0015230,3569
C0015230,4157
C0015230,3339
C0015230,3507
C0015230,940
C0015230,3265
C0015230,5550
C0015230,5167
C0015230,567
C0015230,3123
C0015230,3115
C0015230,253827
C0015230,3845
C0015230,712
C0015230,3759
C0015230,3852
C0015230,1956
C0015230,56155
C0015230,23765
C0015230,3141
C0015230,1401
C0015230,2064
C0015230,3561
C0015230,2243
C0015230,1776
C0015230,7133
C0015230,10758
C0015230,368
C0015230,611
C0015230,6929
C0015230,7010
C0015230,10642
C0015230,973
C0015230,114548
C0015230,5696
C0015230,123228
C0015230,3930
C0015230,4069
C0015230,639
C0015230,26191
C0015230,1493
C0015230,959
C0015230,3558
C0015230,695
C0015230,6737
C0015230,4282
C0015230,652
C0015230,54535
C0015230,4598
C0015230,7132
C0015230,29760
C0015230,2475
C0015230,3106
C0015230,7124
C0015230,974
C0155320,4519
C0155320,85440
C0155320,4512
C0155320,8813
C0155320,7994
C0155320,51124
C0155320,6323
C0155320,4514
C0155320,5277
C0155320,271
C0155320,440
C0155320,1729
C0155320,5428
C0155320,4535
C0155320,4668
C0155320,22930
C0155320,2902
C0155320,776
C0155320,501
C0155320,22931
C0155320,396
C0155320,4541
C0155320,4513
C0155320,25782
C0155320,4540
C0155320,1678
C0155320,8869
C0018989,4519
C0018989,2018
C0018989,7248
C0018989,773
C0018989,3592
C0018989,4512
C0018989,11277
C0018989,5621
C0018989,7099
C0018989,6323
C0018989,7174
C0018989,4514
C0018989,4535
C0018989,4210
C0018989,8302
C0018989,1230
C0018989,1282
C0018989,50640
C0018989,720
C0018989,478
C0018989,7276
C0018989,51752
C0018989,355
C0018989,6469
C0018989,4541
C0018989,477
C0018989,6775
C0018989,4513
C0018989,4540
C0018989,3106
C0018989,3586
C0018989,6496
C0018989,6507
C0018989,2632
C0022116,54205
C0022116,4846
C0022116,1906
C0022116,134
C0022116,1514
C0022116,4208
C0022116,2697
C0022116,3162
C0022116,5563
C0022116,1958
C0022116,2670
C0022116,6548
C0022116,4843
C0022116,6387
C0022116,6647
C0022116,4151
C0022116,3767
C0022116,6403
C0022116,6648
C0022116,7498
C0022116,1020
C0022116,2056
C0022116,90550
C0022116,140
C0022116,596
C0022116,3383
C0022116,10525
C0022116,3091
C0022116,5444
C0022116,24145
C0022116,1636
C0022116,7442
C0022116,4133
C0022116,351
C0022116,3303
C0022116,3827
C0022116,857
C0022116,5327
C0022116,3308
C0022116,4217
C0022116,836
C0022116,7422
C0022116,4353
C0022116,8996
C0018780,9132
C0018780,5077
C0018780,2707
C0018780,2070
C0018780,5269
C0018780,10804
C0018780,4286
C0018780,7399
C0018780,64072
C0018780,84131
C0018780,4627
C0018780,5456
C0018780,23562
C0018780,126326
C0018780,525
C0018780,4647
C0018780,6103
C0018780,50617
C0018780,478
C0018780,1280
C0018780,1834
C0018780,1687
C0018780,1690
C0018780,9381
C0018780,1749
C0018780,2706
C0018780,117531
C0018780,23126
C0018780,1287
C0018780,7466
C0018780,4646
C0018780,55699
C0018780,51168
C0018780,25861
C0032285,1440
C0032285,3567
C0032285,7356
C0032285,3596
C0032285,54106
C0032285,6348
C0032285,7099
C0032285,7097
C0032285,6440
C0032285,3569
C0032285,5286
C0032285,6441
C0032285,727897
C0032285,6352
C0032285,2920
C0032285,7100
C0032285,1401
C0032285,54210
C0032285,1991
C0032285,959
