symptom,protein
C0018777,10804
C0018777,6392
C0018777,2812
C0018777,5908
C0018777,6017
C0018777,23020
C0018777,9241
C0018777,5447
C0018777,9129
C0018777,2979
C0018777,25794
C0018777,2138
C0018777,2316
C0018777,2623
C0018777,5148
C0018777,8792
C0018777,1312
C0018777,3420
C0018777,5961
C0018777,6497
C0018777,11107
C0018777,10297
C0018777,4901
C0018777,8626
C0018777,2261
C0018777,2077
C0018777,7020
C0018777,1723
C0015967,9051
C0015967,3543
C0015967,3592
C0015967,374569
C0015967,5443
C0015967,6774
C0015967,5621
C0015967,1896
C0015967,10892
C0015967,2488
C0015967,27086
C0015967,3981
C0015967,1230
C0015967,667
C0015967,4210
C0015967,100
C0015967,3552
C0015967,596
C0015967,1535
C0015967,3356
C0015967,3458
C0015967,3146
C0015967,355
C0015967,330
C0015967,8676
C0015967,3492
C0015967,3717
C0015967,6557
C0015967,2072
C0015967,9663
C0015967,7454
C0015967,1440
C0015967,5743
C0015967,5897
C0015967,10320
C0015967,472
C0015967,1589
C0015967,595
C0015967,7099
C0015967,4830
C0015967,2073
C0015967,3394
C0015967,2548
C0015967,3115
C0015967,3155
C0015967,55636
C0015967,939
C0015967,8302
C0015967,2203
C0015967,6929
C0015967,4854
C0015967,973
C0015967,1493
C0015967,204
C0015967,3930
C0015967,477
C0015967,554
C0015967,6775
C0015967,1392
C0015967,3758
C0015967,3106
C0015967,26525
C0015967,3586
C0015967,3593
C0015967,6261
C0015967,613
C0015967,773
C0015967,4689
C0015967,9536
C0015967,7456
C0015967,604
C0015967,11093
C0015967,7508
C0015967,3043
C0015967,4842
C0015967,359
C0015967,3507
C0015967,55315
C0015967,6648
C0015967,3123
C0015967,25
C0015967,6690
C0015967,3440
C0015967,3575
C0015967,3561
C0015967,720
C0015967,1991
C0015967,51752
C0015967,6556
C0015967,4282
C0015967,26191
C0015967,3558
C0015967,1643
C0015967,2153
C0015967,8915
C0015967,4598
C0015967,3576
C0015967,6023
C0015967,7124
C0015967,23175
C0015967,7507
C0015967,3350
C0015967,5896
C0015967,5295
C0015967,5657
C0015967,1130
C0015967,121278
C0015967,11277
C0015967,861
C0015967,5644
C0015967,3569
C0015967,551
C0015967,2071
C0015967,4688
C0015967,2068
C0015967,5617
C0015967,1536
C0015967,4621
C0015967,695
C0015967,249
C0015967,3553
C0015967,7132
C0015967,29760
C0015967,6945
C0015967,974
C0015967,1277
C3552463,1806
C3552463,10616
C3552463,51103
C3552463,10667
C3552463,4722
C3552463,3340
C3552463,1811
C3552463,10892
C3552463,10978
C3552463,1174
C3552463,1482
C3552463,4723
C3552463,6519
C3552463,1594
C3552463,5648
C3552463,3981
C3552463,4337
C3552463,667
C3552463,5261
C3552463,4729
C3552463,5053
C3552463,54361
C3552463,5631
C3552463,4709
C3552463,4715
C3552463,7531
C3552463,7466
C3552463,158
C3552463,4694
C3552463,7421
C3552463,1716
C3552463,9401
C3552463,987
C3552463,3090
C3552463,1294
C3552463,6901
C3552463,3162
C3552463,4645
C3552463,7259
C3552463,242
C3552463,1828
C3552463,2187
C3552463,29078
C3552463,1727
C3552463,26503
C3552463,6664
C3552463,25915
C3552463,5932
C3552463,3988
C3552463,6555
C3552463,54880
C3552463,1807
C3552463,1588
C3552463,7201
C3552463,8260
C3552463,9581
C3552463,3033
C3552463,3000
C3552463,5256
C3552463,55180
C3552463,4125
C3552463,2290
C3552463,4720
C3552463,3861
C3552463,51128
C3552463,26227
C3552463,51067
C3552463,5826
C3552463,7518
C3552463,29887
C3552463,10716
C3552463,4868
C3552463,5048
C3552463,5824
C3552463,6898
C3552463,3141
C3552463,4719
C3552463,4724
C3552463,1186
C3552463,8642
C3552463,23322
C3552463,26235
C3552463,8600
C3552463,51010
C3552463,2778
C3552463,8481
C3552463,5495
C3552463,7849
C3552463,4867
C3552463,7067
C3552463,10312
C3552463,9841
C3552463,10165
C3552463,6697
C3552463,551
C3552463,673
C3552463,25942
C3552463,3852
C3552463,8671
C3552463,10841
C3552463,1497
C3552463,4000
C3552463,6528
C3552463,55651
C3552463,4726
C3552463,50617
C3552463,11019
C3552463,4338
C3552463,55572
C3552463,31
C3552463,8802
C0023014,1806
C0023014,6533
C0023014,56034
C0023014,93986
C0023014,2628
C0023014,2903
C0023014,9188
C0023014,2593
C0023014,5046
C0023014,1404
C0023014,26040
C0023014,53335
C0023014,6535
C0023014,1431
C0023014,85358
C0023014,84700
C0023014,26047
C0023014,2077
C0023014,383
C0023014,4942
C0023014,5728
C0023014,3737
C0023014,9378
C0015672,9051
C0015672,6658
C0015672,4744
C0015672,5446
C0015672,3543
C0015672,5290
C0015672,2736
C0015672,3592
C0015672,8797
C0015672,4512
C0015672,6571
C0015672,55624
C0015672,9782
C0015672,6204
C0015672,27249
C0015672,25978
C0015672,6391
C0015672,6229
C0015672,6201
C0015672,4292
C0015672,10892
C0015672,27086
C0015672,1482
C0015672,54209
C0015672,6647
C0015672,3077
C0015672,6519
C0015672,2717
C0015672,1230
C0015672,4210
C0015672,6389
C0015672,2056
C0015672,6340
C0015672,4791
C0015672,2956
C0015672,596
C0015672,6235
C0015672,355
C0015672,330
C0015672,23230
C0015672,9095
C0015672,10133
C0015672,3492
C0015672,4513
C0015672,6165
C0015672,5378
C0015672,3717
C0015672,50506
C0015672,3039
C0015672,2072
C0015672,6223
C0015672,1639
C0015672,5449
C0015672,4221
C0015672,7454
C0015672,51604
C0015672,8022
C0015672,8074
C0015672,6901
C0015672,3815
C0015672,10320
C0015672,472
C0015672,6234
C0015672,595
C0015672,7099
C0015672,2073
C0015672,3115
C0015672,3845
C0015672,9101
C0015672,6390
C0015672,8302
C0015672,8878
C0015672,5395
C0015672,5630
C0015672,6929
C0015672,546
C0015672,973
C0015672,2066
C0015672,1493
C0015672,3930
C0015672,9896
C0015672,538
C0015672,6775
C0015672,5015
C0015672,9581
C0015672,3106
C0015672,5774
C0015672,3586
C0015672,283
C0015672,3593
C0015672,6138
C0015672,613
C0015672,5566
C0015672,2521
C0015672,7415
C0015672,212
C0015672,2908
C0015672,7456
C0015672,604
C0015672,50940
C0015672,1376
C0015672,7508
C0015672,22909
C0015672,7048
C0015672,213
C0015672,3507
C0015672,5445
C0015672,7148
C0015672,23025
C0015672,5626
C0015672,6338
C0015672,54790
C0015672,3123
C0015672,4436
C0015672,4535
C0015672,25
C0015672,29978
C0015672,4072
C0015672,9217
C0015672,6927
C0015672,6154
C0015672,5573
C0015672,7428
C0015672,3440
C0015672,27030
C0015672,5444
C0015672,7038
C0015672,4625
C0015672,720
C0015672,1991
C0015672,10891
C0015672,7252
C0015672,51752
C0015672,6556
C0015672,4541
C0015672,2778
C0015672,26191
C0015672,1643
C0015672,5156
C0015672,8915
C0015672,6125
C0015672,3040
C0015672,1756
C0015672,7507
C0015672,7849
C0015672,3172
C0015672,5216
C0015672,5295
C0015672,23435
C0015672,2043
C0015672,5657
C0015672,6311
C0015672,861
C0015672,6218
C0015672,2057
C0015672,8867
C0015672,3178
C0015672,29110
C0015672,4514
C0015672,10019
C0015672,2071
C0015672,6135
C0015672,2623
C0015672,4352
C0015672,4000
C0015672,1374
C0015672,8820
C0015672,6528
C0015672,25974
C0015672,2068
C0015672,9829
C0015672,695
C0015672,2629
C0015672,7253
C0015672,6231
C0015672,4538
C0015672,29760
C0015672,4540
C0015672,9049
C0015672,6945
C0015672,974
C0015672,1610
C0271215,51103
C0271215,5340
C0271215,4722
C0271215,55624
C0271215,6101
C0271215,7275
C0271215,10084
C0271215,583
C0271215,6010
C0271215,4723
C0271215,6102
C0271215,7399
C0271215,10594
C0271215,10210
C0271215,4117
C0271215,2581
C0271215,4751
C0271215,5145
C0271215,6295
C0271215,4729
C0271215,23568
C0271215,4693
C0271215,1259
C0271215,5158
C0271215,51524
C0271215,4709
C0271215,9742
C0271215,4715
C0271215,4942
C0271215,9215
C0271215,7840
C0271215,1406
C0271215,4694
C0271215,10585
C0271215,5627
C0271215,7287
C0271215,5995
C0271215,23090
C0271215,29078
C0271215,25915
C0271215,3913
C0271215,6094
C0271215,54880
C0271215,478
C0271215,7439
C0271215,3074
C0271215,23426
C0271215,8260
C0271215,2706
C0271215,1678
C0271215,6121
C0271215,3000
C0271215,10002
C0271215,5538
C0271215,6103
C0271215,1001
C0271215,4720
C0271215,9227
C0271215,23418
C0271215,443
C0271215,5949
C0271215,26121
C0271215,1258
C0271215,9128
C0271215,28982
C0271215,5296
C0271215,3614
C0271215,3073
C0271215,762
C0271215,26160
C0271215,6100
C0271215,8322
C0271215,2218
C0271215,4719
C0271215,2200
C0271215,4724
C0271215,1280
C0271215,8600
C0271215,24
C0271215,24148
C0271215,60
C0271215,2778
C0271215,8481
C0271215,4041
C0271215,8842
C0271215,10461
C0271215,10312
C0271215,7401
C0271215,2760
C0271215,6017
C0271215,23020
C0271215,215
C0271215,1261
C0271215,9129
C0271215,6323
C0271215,2979
C0271215,25794
C0271215,5148
C0271215,3420
C0271215,5961
C0271215,4726
C0271215,1201
C0271215,5351
C0271215,4901
C0271215,55572
C0271215,29954
C0271215,726
C0271215,4508
C0271215,51259
C0028754,85378
C0028754,27316
C0028754,779
C0028754,2752
C0028754,1232
C0028754,71
C0028754,2147
C0028754,3620
C0028754,714
C0028754,6926
C0028754,196
C0028754,253832
C0028754,7021
C0028754,56952
C0028754,1431
C0028754,153
C0028754,56243
C0028754,6295
C0028754,6910
C0028754,5954
C0028754,1259
C0028754,54361
C0028754,390
C0028754,1489
C0028754,63940
C0028754,3818
C0028754,79657
C0028754,440730
C0028754,94103
C0028754,9308
C0028754,57404
C0028754,6638
C0028754,7385
C0028754,23096
C0028754,1435
C0028754,6533
C0028754,7436
C0028754,5743
C0028754,7037
C0028754,10743
C0028754,8038
C0028754,783
C0028754,1649
C0028754,4673
C0028754,4329
C0028754,3162
C0028754,89866
C0028754,23274
C0028754,23281
C0028754,11020
C0028754,7350
C0028754,8522
C0028754,2780
C0028754,10894
C0028754,60598
C0028754,55553
C0028754,9759
C0028754,79042
C0028754,2110
C0028754,6580
C0028754,142
C0028754,1588
C0028754,375612
C0028754,30851
C0028754,23040
C0028754,57332
C0028754,3215
C0028754,157680
C0028754,91283
C0028754,116984
C0028754,28959
C0028754,202333
C0028754,392636
C0028754,10971
C0028754,9227
C0028754,11098
C0028754,123920
C0028754,23418
C0028754,1906
C0028754,3710
C0028754,1002
C0028754,26121
C0028754,115
C0028754,1278
C0028754,169522
C0028754,3614
C0028754,2006
C0028754,55315
C0028754,4094
C0028754,51164
C0028754,9569
C0028754,92196
C0028754,8856
C0028754,24
C0028754,8644
C0028754,85461
C0028754,51741
C0028754,56920
C0028754,26053
C0028754,6337
C0028754,53942
C0028754,253559
C0028754,4544
C0028754,29103
C0028754,7401
C0028754,8204
C0028754,6017
C0028754,5982
C0028754,23020
C0028754,3309
C0028754,3398
C0028754,1892
C0028754,207
C0028754,3516
C0028754,673
C0028754,7351
C0028754,3667
C0028754,5352
C0028754,3174
C0028754,1268
C0028754,79625
C0028754,5148
C0028754,3481
C0028754,114902
C0028754,51129
C0028754,2014
C0028754,181
C0028754,4502
C0028754,1374
C0028754,56623
C0028754,55129
C0028754,220
C0028754,154
C0028754,4901
C0028754,10840
C0028754,51086
C0028754,25903
C0028754,2512
C0028754,3553
C0028754,6521
C0028754,3382
C0028754,6720
C0028754,253260
C0028754,9370
C0028754,9970
C0028754,345778
C0028754,10667
C0028754,55624
C0028754,6101
C0028754,7275
C0028754,3929
C0028754,10806
C0028754,583
C0028754,761
C0028754,3485
C0028754,400954
C0028754,10439
C0028754,84318
C0028754,3044
C0028754,79874
C0028754,144233
C0028754,4117
C0028754,23164
C0028754,84795
C0028754,9859
C0028754,3356
C0028754,4751
C0028754,8564
C0028754,145264
C0028754,80833
C0028754,33
C0028754,730211
C0028754,2119
C0028754,55212
C0028754,10455
C0028754,8660
C0028754,9742
C0028754,4149
C0028754,4159
C0028754,114294
C0028754,2673
C0028754,51085
C0028754,54551
C0028754,5734
C0028754,129787
C0028754,133522
C0028754,7337
C0028754,6899
C0028754,116443
C0028754,54988
C0028754,7287
C0028754,4855
C0028754,389792
C0028754,815
C0028754,4482
C0028754,2556
C0028754,4340
C0028754,23411
C0028754,6094
C0028754,3778
C0028754,3148
C0028754,83657
C0028754,5105
C0028754,585
C0028754,7439
C0028754,10135
C0028754,4145
C0028754,51738
C0028754,3033
C0028754,5654
C0028754,5791
C0028754,22941
C0028754,134359
C0028754,140850
C0028754,4864
C0028754,94240
C0028754,10814
C0028754,57795
C0028754,34
C0028754,51057
C0028754,2641
C0028754,7076
C0028754,9128
C0028754,56924
C0028754,56204
C0028754,54585
C0028754,1136
C0028754,6470
C0028754,6648
C0028754,63027
C0028754,6100
C0028754,85379
C0028754,10908
C0028754,128553
C0028754,84152
C0028754,23753
C0028754,140739
C0028754,64838
C0028754,91947
C0028754,24148
C0028754,2033
C0028754,2977
C0028754,6035
C0028754,23410
C0028754,121256
C0028754,781
C0028754,650
C0028754,3949
C0028754,7124
C0028754,64756
C0028754,1363
C0028754,168455
C0028754,132789
C0028754,10461
C0028754,2194
C0028754,51296
C0028754,9031
C0028754,7170
C0028754,55734
C0028754,10357
C0028754,89766
C0028754,9129
C0028754,3569
C0028754,51277
C0028754,5144
C0028754,5367
C0028754,245939
C0028754,7045
C0028754,3952
C0028754,51181
C0028754,3420
C0028754,5961
C0028754,27125
C0028754,161145
C0028754,590
C0028754,640
C0028754,140738
C0028754,653
C0028754,257194
C0028754,151887
C0028754,3358
C0028754,10253
C0028754,2590
C0028754,348
C0028754,348094
C0028754,4915
C0028754,1806
C0028754,2314
C0028754,2736
C0028754,3290
C0028754,80114
C0028754,5443
C0028754,3099
C0028754,59277
C0028754,27241
C0028754,23194
C0028754,7399
C0028754,5140
C0028754,8803
C0028754,10655
C0028754,389
C0028754,1947
C0028754,10210
C0028754,55690
C0028754,5209
C0028754,3383
C0028754,5122
C0028754,9672
C0028754,23568
C0028754,4889
C0028754,2166
C0028754,5126
C0028754,57538
C0028754,383
C0028754,627
C0028754,10082
C0028754,7422
C0028754,47
C0028754,26011
C0028754,1012
C0028754,28815
C0028754,51554
C0028754,7108
C0028754,1149
C0028754,5995
C0028754,285282
C0028754,5054
C0028754,5101
C0028754,1608
C0028754,338773
C0028754,2784
C0028754,4660
C0028754,1528
C0028754,351
C0028754,5577
C0028754,8195
C0028754,4199
C0028754,6121
C0028754,5583
C0028754,412
C0028754,5607
C0028754,54205
C0028754,3428
C0028754,7018
C0028754,5949
C0028754,25911
C0028754,1258
C0028754,1520
C0028754,8801
C0028754,282991
C0028754,64236
C0028754,2831
C0028754,3274
C0028754,6492
C0028754,762
C0028754,83442
C0028754,100423062
C0028754,26160
C0028754,2876
C0028754,479
C0028754,23590
C0028754,5346
C0028754,79068
C0028754,1401
C0028754,54511
C0028754,1601
C0028754,6696
C0028754,140690
C0028754,375061
C0028754,55117
C0028754,25970
C0028754,4814
C0028754,1734
C0028754,1291
C0028754,112609
C0028754,7352
C0028754,1066
C0028754,26291
C0028754,9317
C0028754,6546
C0028754,9369
C0028754,26009
C0028754,4160
C0028754,79574
C0028754,5619
C0028754,8754
C0028754,364
C0028754,1361
C0028754,389203
C0028754,4000
C0028754,9194
C0028754,57124
C0028754,490
C0028754,22954
C0028754,5770
C0028754,54938
C0028754,10297
C0028754,9448
C0028754,7461
C0028754,6905
C0028754,2120
C0028754,834
C0028754,2261
C0028754,1646
C0028754,79661
C0028754,10200
C0028754,9903
C0028754,9019
C0028754,2696
C0028754,50650
C0028754,51366
C0028754,89853
C0028754,5467
C0028754,2304
C0028754,51715
C0028754,25957
C0028754,6010
C0028754,1499
C0028754,10226
C0028754,1728
C0028754,29995
C0028754,4638
C0028754,10991
C0028754,6647
C0028754,84295
C0028754,389690
C0028754,6102
C0028754,79047
C0028754,80216
C0028754,5167
C0028754,10594
C0028754,1290
C0028754,3953
C0028754,158038
C0028754,8165
C0028754,3708
C0028754,1282
C0028754,57624
C0028754,5145
C0028754,115207
C0028754,7442
C0028754,5158
C0028754,4886
C0028754,8893
C0028754,119587
C0028754,313
C0028754,54510
C0028754,9563
C0028754,54497
C0028754,1406
C0028754,8542
C0028754,1571
C0028754,6039
C0028754,32
C0028754,28
C0028754,2688
C0028754,219972
C0028754,9821
C0028754,151742
C0028754,7291
C0028754,57452
C0028754,1630
C0028754,54443
C0028754,51704
C0028754,137872
C0028754,2309
C0028754,79949
C0028754,130013
C0028754,109
C0028754,80760
C0028754,26608
C0028754,55722
C0028754,1350
C0028754,54454
C0028754,5697
C0028754,7133
C0028754,2788
C0028754,1780
C0028754,497258
C0028754,9824
C0028754,5728
C0028754,6892
C0028754,8450
C0028754,10002
C0028754,6103
C0028754,2969
C0028754,54
C0028754,9180
C0028754,2262
C0028754,4692
C0028754,3625
C0028754,203111
C0028754,23216
C0028754,6473
C0028754,3630
C0028754,1622
C0028754,80125
C0028754,55663
C0028754,712
C0028754,23788
C0028754,7305
C0028754,4023
C0028754,2099
C0028754,137868
C0028754,57088
C0028754,5573
C0028754,26037
C0028754,157927
C0028754,64131
C0028754,2331
C0028754,2778
C0028754,8407
C0028754,4685
C0028754,8481
C0028754,7681
C0028754,8842
C0028754,5549
C0028754,30813
C0028754,3494
C0028754,4867
C0028754,9607
C0028754,2643
C0028754,29072
C0028754,7364
C0028754,4522
C0028754,582
C0028754,2878
C0028754,8924
C0028754,3984
C0028754,2979
C0028754,25794
C0028754,1581
C0028754,2180
C0028754,25942
C0028754,220213
C0028754,155
C0028754,80727
C0028754,29851
C0028754,4318
C0028754,4808
C0028754,1954
C0028754,57018
C0028754,57521
C0028754,23511
C0028754,22918
C0028754,8431
C0028754,84706
C0028754,23331
C0028754,54903
C0028754,2065
C0028754,6303
C0028754,5465
C0028754,5468
C0028754,23394
C0028754,125
C0028756,9370
C0028756,885
C0028756,2641
C0028756,4160
C0028756,2169
C0028756,5468
C0028756,3630
C0028756,6492
C0028756,84984
C0028756,3953
C0028756,155
C0028756,3060
C0028756,3952
C0028756,4023
C0028756,5697
C0028756,79068
C0028756,1401
C0028756,3778
C0028756,56729
C0028756,4159
C0028756,51738
C0028756,627
C0028756,7352
C3203358,4692
C3203358,23203
C3203358,5979
C3203358,7054
C3203358,2128
C3203358,8924
C3203358,55870
C3203358,3196
C3203358,401
C3203358,2668
C3203358,81559
C3203358,7841
C3203358,8645
C3203358,30012
C3203358,8929
C3203358,1910
C3203358,4140
C3203358,1908
C3203358,7681
C3203358,429
C3203358,54551
C3203358,120237
C3203358,6638
C3203358,627
C3203358,1756
C3203358,7753
C3203358,1639
C3203358,283446
C0031154,3684
C0031154,94025
C0031154,3929
C0031154,358
C0031154,2147
C0031154,7097
C0031154,3569
C0031154,213
C0031154,567
C0031154,2920
C0031154,4210
C0031154,100
C0031154,1401
C0031154,3383
C0031154,3553
C0031154,3576
C0031154,3586
C0031154,91147
C0031154,7124
C0031154,6347
C0031154,4353
C0000737,5290
C0000737,3592
C0000737,4512
C0000737,26873
C0000737,1499
C0000737,6391
C0000737,4292
C0000737,2767
C0000737,6663
C0000737,2717
C0000737,1230
C0000737,4210
C0000737,2956
C0000737,7249
C0000737,355
C0000737,4513
C0000737,5378
C0000737,3717
C0000737,30061
C0000737,846
C0000737,51604
C0000737,710
C0000737,7099
C0000737,4830
C0000737,3115
C0000737,3845
C0000737,26608
C0000737,6390
C0000737,8302
C0000737,5498
C0000737,10686
C0000737,5395
C0000737,1776
C0000737,1493
C0000737,6775
C0000737,23417
C0000737,3106
C0000737,3586
C0000737,2969
C0000737,5978
C0000737,4902
C0000737,7248
C0000737,22909
C0000737,210
C0000737,7048
C0000737,2006
C0000737,54790
C0000737,5428
C0000737,4436
C0000737,9569
C0000737,4535
C0000737,6690
C0000737,1056
C0000737,4072
C0000737,1890
C0000737,3440
C0000737,27030
C0000737,3145
C0000737,1910
C0000737,720
C0000737,51752
C0000737,229
C0000737,10512
C0000737,26191
C0000737,950
C0000737,4541
C0000737,2153
C0000737,672
C0000737,4598
C0000737,5657
C0000737,9031
C0000737,6392
C0000737,19
C0000737,5982
C0000737,1889
C0000737,2057
C0000737,5979
C0000737,5644
C0000737,7490
C0000737,3984
C0000737,4514
C0000737,2130
C0000737,11281
C0000737,3257
C0000737,4352
C0000737,6794
C0000737,2693
C0000737,4089
C0000737,1908
C0000737,7461
C0000737,2492
C0000737,2629
C0000737,324
C0000737,1371
C0000737,4538
C0000737,4540
C0000737,7132
C0000737,657
C0000737,2668
C0086565,9370
C0086565,1571
C0086565,80339
C0086565,5589
C0086565,2678
C0086565,51280
C0086565,3082
C0086565,7018
C0086565,10165
C0086565,1649
C0086565,5265
C0086565,51091
C0086565,2147
C0086565,11231
C0086565,213
C0086565,8647
C0086565,3875
C0086565,3630
C0086565,23193
C0086565,55384
C0086565,3077
C0086565,2184
C0086565,5244
C0086565,1356
C0086565,26503
C0086565,80270
C0086565,79602
C0086565,9971
C0086565,3952
C0086565,1576
C0086565,3439
C0086565,2875
C0086565,2152
C0086565,1737
C0086565,5205
C0086565,355
C0086565,22
C0086565,3856
C0086565,3030
C0086565,2235
C0086565,7124
C0086565,174
C0086565,5465
C0019214,10535
C0019214,6813
C0019214,19
C0019214,11277
C0019214,1441
C0019214,5828
C0019214,55315
C0019214,6772
C0019214,6888
C0019214,760
C0019214,5660
C0019214,4023
C0019214,3559
C0019214,3988
C0019214,1186
C0019214,8600
C0019214,3930
C0019214,3074
C0019214,857
C0019214,3425
C0019214,22796
C0019214,2632
C0235153,1893
C0235153,1512
C0235153,410
C0235153,594
C0235153,4512
C0235153,617
C0235153,54902
C0235153,5621
C0235153,4514
C0235153,3119
C0235153,3123
C0235153,1593
C0235153,3060
C0235153,4535
C0235153,593
C0235153,4340
C0235153,22891
C0235153,6908
C0235153,1629
C0235153,4693
C0235153,3028
C0235153,6622
C0235153,2896
C0235153,5032
C0235153,4541
C0235153,4513
C0235153,7292
C0235153,27184
C0235153,23400
C0235153,1371
C0235153,4538
C0235153,4540
C0235153,7915
C0235153,5538
C0018784,9132
C0018784,5077
C0018784,2299
C0018784,8772
C0018784,1302
C0018784,51103
C0018784,1285
C0018784,4512
C0018784,3479
C0018784,7299
C0018784,4722
C0018784,7275
C0018784,6101
C0018784,23347
C0018784,55624
C0018784,583
C0018784,51715
C0018784,6010
C0018784,4695
C0018784,4723
C0018784,6102
C0018784,7399
C0018784,5781
C0018784,64072
C0018784,10594
C0018784,8803
C0018784,51
C0018784,2248
C0018784,23438
C0018784,9409
C0018784,6197
C0018784,1947
C0018784,6663
C0018784,1729
C0018784,5167
C0018784,4038
C0018784,10210
C0018784,5424
C0018784,6389
C0018784,5264
C0018784,7841
C0018784,10413
C0018784,4117
C0018784,3766
C0018784,8192
C0018784,4758
C0018784,4751
C0018784,5145
C0018784,6295
C0018784,4729
C0018784,23568
C0018784,4693
C0018784,4359
C0018784,1259
C0018784,1123
C0018784,9968
C0018784,1428
C0018784,5631
C0018784,2067
C0018784,5158
C0018784,2074
C0018784,4709
C0018784,50945
C0018784,9742
C0018784,90
C0018784,355
C0018784,8799
C0018784,4513
C0018784,4715
C0018784,1749
C0018784,51085
C0018784,5193
C0018784,7466
C0018784,4646
C0018784,2072
C0018784,55699
C0018784,51473
C0018784,6134
C0018784,1406
C0018784,8022
C0018784,4694
C0018784,10083
C0018784,5611
C0018784,5116
C0018784,2671
C0018784,10265
C0018784,2483
C0018784,5828
C0018784,8085
C0018784,7287
C0018784,5995
C0018784,5906
C0018784,5189
C0018784,2073
C0018784,53405
C0018784,3207
C0018784,55670
C0018784,29078
C0018784,4627
C0018784,5076
C0018784,84131
C0018784,1786
C0018784,5456
C0018784,25915
C0018784,23562
C0018784,8243
C0018784,3198
C0018784,10134
C0018784,6834
C0018784,26608
C0018784,525
C0018784,8504
C0018784,2260
C0018784,6885
C0018784,4254
C0018784,1187
C0018784,5830
C0018784,6094
C0018784,1355
C0018784,7809
C0018784,4704
C0018784,9791
C0018784,54880
C0018784,7068
C0018784,478
C0018784,546
C0018784,1161
C0018784,5376
C0018784,1690
C0018784,7439
C0018784,54084
C0018784,5194
C0018784,396
C0018784,27235
C0018784,7403
C0018784,2625
C0018784,1297
C0018784,5885
C0018784,1352
C0018784,2706
C0018784,5190
C0018784,117531
C0018784,1287
C0018784,3753
C0018784,5192
C0018784,6121
C0018784,10002
C0018784,3000
C0018784,4990
C0018784,2969
C0018784,4125
C0018784,51168
C0018784,9935
C0018784,6591
C0018784,4705
C0018784,6103
C0018784,2070
C0018784,4222
C0018784,9227
C0018784,5269
C0018784,4010
C0018784,51651
C0018784,4720
C0018784,6495
C0018784,23418
C0018784,8200
C0018784,5949
C0018784,5195
C0018784,9342
C0018784,5159
C0018784,26121
C0018784,1258
C0018784,526
C0018784,5238
C0018784,7508
C0018784,9128
C0018784,10560
C0018784,1301
C0018784,1340
C0018784,3614
C0018784,4286
C0018784,4036
C0018784,2006
C0018784,55315
C0018784,4247
C0018784,762
C0018784,4094
C0018784,26160
C0018784,4771
C0018784,5824
C0018784,5604
C0018784,5428
C0018784,9294
C0018784,4535
C0018784,6100
C0018784,9569
C0018784,50964
C0018784,1890
C0018784,4668
C0018784,7428
C0018784,4719
C0018784,10908
C0018784,2582
C0018784,9361
C0018784,6657
C0018784,4647
C0018784,3028
C0018784,4724
C0018784,8642
C0018784,1910
C0018784,1280
C0018784,1758
C0018784,24
C0018784,4541
C0018784,26191
C0018784,24148
C0018784,95
C0018784,9381
C0018784,1643
C0018784,8481
C0018784,4041
C0018784,10558
C0018784,8842
C0018784,60
C0018784,23126
C0018784,9126
C0018784,29925
C0018784,7507
C0018784,25836
C0018784,977
C0018784,3476
C0018784,25861
C0018784,6341
C0018784,51204
C0018784,4982
C0018784,2707
C0018784,10461
C0018784,5295
C0018784,686
C0018784,10804
C0018784,7401
C0018784,9031
C0018784,10269
C0018784,617
C0018784,6017
C0018784,5908
C0018784,5191
C0018784,26090
C0018784,10518
C0018784,23020
C0018784,2296
C0018784,9241
C0018784,3295
C0018784,5982
C0018784,9129
C0018784,9885
C0018784,4640
C0018784,3984
C0018784,673
C0018784,2979
C0018784,2138
C0018784,25794
C0018784,4514
C0018784,2103
C0018784,2316
C0018784,2071
C0018784,5148
C0018784,4728
C0018784,126326
C0018784,3420
C0018784,1298
C0018784,4000
C0018784,5961
C0018784,1299
C0018784,11107
C0018784,2068
C0018784,4976
C0018784,4726
C0018784,50617
C0018784,51099
C0018784,1687
C0018784,1908
C0018784,4901
C0018784,7461
C0018784,51004
C0018784,2261
C0018784,695
C0018784,55572
C0018784,8573
C0018784,4538
C0018784,4540
C0018784,7020
C0018784,3425
C0018784,22868
C0020455,8379
C0020455,9051
C0020455,11026
C0020455,687
C0020455,27309
C0020455,643641
C0020455,1503
C0020455,9937
C0020455,6164
C0020455,23185
C0020455,54517
C0020455,54407
C0020455,5858
C0020455,5627
C0020455,6228
C0020455,55145
C0020455,9277
C0020455,6440
C0020455,4144
C0020455,11311
C0020455,51340
C0020455,7015
C0020455,80196
C0020455,6189
C0020455,55471
C0020455,63931
C0020455,7419
C0020455,6176
C0020455,567
C0020455,9091
C0020455,6156
C0020455,6207
C0020455,4931
C0020455,3726
C0020455,6136
C0020455,22880
C0020455,55763
C0020455,23160
C0020455,6210
C0020455,6191
C0020455,55644
C0020455,60488
C0020455,4616
C0020455,5822
C0020455,440026
C0020455,23064
C0020455,6209
C0020455,1991
C0020455,5696
C0020455,6137
C0020455,2629
C0020455,4893
C0020455,23521
C0020455,6133
C0020455,8295
C0020455,5549
C0020455,25896
C0020455,55022
C0020455,10885
C0020455,4999
C0020455,8241
C0020438,1028
C0020438,6569
C0020438,4221
C0020438,51604
C0020438,338442
C0020438,540
C0020438,9031
C0020438,5982
C0020438,5443
